trades,wins,losses,total_r,avg_r,win_rate,longs,shorts,primary,break,sl_hits,tp_hits,closes
2567,661,1775,11.729915263884584,0.004569503414057103,0.2574990261005064,1328,1239,2567,0,1461,623,483
